technology,software,ai,machine learning,cloud,saas,platform,digital,data,analytics,algorithm,automation,blockchain,cryptocurrency,cybersecurity,subscription,recurring,e-commerce,mobile,app,virtual,healthcare,biotech,pharmaceutical,medical,clinical,energy,renewable,solar,electric,battery,real estate,logistics,transportation,automotive,Citigroup,Citi,Morgan Stanley,Ubs,Barclays,Volume,Day,Close,Diff,Price_Public_Total,Symbol,Public_Price_Per_Share,Raymond James,Piper Jaffray,Wells Fargo,Merrill Lynch,Rbc Capital,Morgan Stanley.1,Merrill Lynch.1,Eli Lilly,Credit Suisse,Stifel,Jefferies,Hill Road,Robert W. Baird,William Blair,Goldman Sachs,Deutsche Bank,Davis Polk,William Blair.1,Goldman Sachs.1
17,13,0,0,2,0,5,9,13,0,0,0,0,0,1,4,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,,100,2021-04-21 20:00:00.000 -0400,9.8,0.0,350000000.0,NSTD,10.0,,,,,,,,,,,,,,,,,,,
94,29,0,0,0,0,18,38,69,0,0,4,0,0,0,3,14,0,1,0,0,14,1,10,66,226,0,0,0,1,0,0,7,1,0,,,12.0,1.0,,389540,2013-06-26 20:00:00.000 -0400,8.0,-0.23,54000000.0,NSTG,18.5,,,,,,1.0,,,,,,2.0,1.0,,,,1.0,,
6,0,0,0,0,0,9,0,66,6,0,0,0,0,1,3,22,28,0,0,0,5,0,0,3,0,1,0,0,0,0,301,1,1,20,1.0,1.0,,1.0,,641665,2020-08-13 20:00:00.000 -0400,17.95,0.157,4319135.0,NTST,18.65,,,14.0,,,,,,,1.0,1.0,,,,,,,,
38,8,0,0,0,0,2,6,25,0,0,1,0,0,0,1,0,5,1,1,0,17,0,1,67,74,0,0,0,1,0,0,0,0,0,,,,1.0,,83893,2004-07-22 20:00:00.000 -0400,8.05,-0.08,26458900.0,NURO,0.7,,,,,,,,,,,,,,,,,,,
70,0,0,0,1,0,0,0,236,0,0,0,0,0,0,11,9,0,0,0,1,110,2,67,83,691,1,0,0,0,0,0,0,0,0,,1.0,1.0,1.0,,344911,2021-07-29 20:00:00.000 -0400,18.26,-0.4,16575000.0,NUVL,17.0,,,,,,,,,,,,,,,,,,,
19,2,0,0,0,0,0,2,41,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,1,0,18,0,0,8,2,3,0,5,0,,,,1.0,,90951,2024-07-23 20:00:00.000 -0400,5.04,-0.96,2150000.0,NVA,9.25,,,,,,,,,,,,,,,,,,,
15,2,0,0,0,0,2,0,15,0,0,0,0,0,0,4,0,0,0,0,0,68,0,5,46,12,0,0,0,0,0,1,3,0,2,,,,1.0,,1575356,2022-01-24 19:00:00.000 -0500,9.7,0.0,165000000.0,NVAC,10.0,,,,,,,,,,,,,,,,,,,
15,2,0,0,0,0,2,0,15,0,0,0,0,0,0,4,0,0,0,0,0,68,0,5,46,12,0,0,0,0,0,1,3,0,2,,,,1.0,,2390655,2022-01-24 19:00:00.000 -0500,0.19,-0.0255,165000000.0,NVACR,10.0,,,,,,,,,,,,,,,,,,,
15,2,0,0,0,0,2,0,15,0,0,0,0,0,0,4,0,0,0,0,0,68,0,5,46,12,0,0,0,0,0,1,3,0,2,,,,1.0,,504500,2022-01-24 19:00:00.000 -0500,0.21,-0.04,165000000.0,NVACW,10.0,,,,,,,,,,,,,,,,,,,
19,2,0,0,0,0,0,2,41,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,1,0,18,0,0,8,2,3,0,5,0,,,,1.0,,76054,2024-07-23 20:00:00.000 -0400,1.413,0.913,2150000.0,NVAWW,9.25,,,,,,,,,,,,,,,,,,,
30,0,0,0,0,0,1,0,107,0,0,0,0,0,0,6,1,0,0,0,0,46,0,16,37,378,0,0,0,0,0,1,1,0,0,,1.0,,1.0,,1000,2022-02-04 19:00:00.000 -0500,3.25,0.0,16000000.0,NVCT,5.0,,,,,,,,,,,,,,,,,,,
3,1,0,0,0,0,0,0,40,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,26,1,0,0,0,1,8,134,1,,,9.0,1.0,,667483,2013-11-21 19:00:00.000 -0500,19.98,-0.01,228000000.0,NVGS,19.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,
223,32,0,0,46,0,103,11,78,1,0,0,0,0,0,0,1,9,12,6,24,217,1,13,234,26,9,1,0,0,0,5,1,3,3,,,,1.0,,34024116,2021-02-23 19:00:00.000 -0500,6.0,2.02,2000000.0,NVOS,0.5,,,,,,,,,,,,,,,,,,,
37,1,0,0,0,0,1,0,47,0,0,0,0,0,0,1,0,0,0,0,0,27,0,0,60,76,0,0,0,0,2,0,0,0,0,,1.0,8.0,1.0,,463314,2014-11-06 19:00:00.000 -0500,25.33,0.23,140999936.0,NVRO,18.0,,,,,,1.0,,,,,,,,,,,1.0,,
128,17,15,8,5,0,3,15,63,8,0,4,0,0,2,4,0,2,0,0,6,7,0,0,0,0,7,0,0,9,4,4,21,21,3,1.0,1.0,,1.0,,51533,2021-04-12 20:00:00.000 -0400,9.79,-0.06,240000000.0,NVSA,10.0,,,,,,,,,,,1.0,,,,,,,,
128,17,15,8,5,0,3,15,63,8,0,4,0,0,2,4,0,2,0,0,6,7,0,0,0,0,7,0,0,9,4,4,21,21,3,1.0,1.0,,1.0,,2816831,2021-02-17 19:00:00.000 -0500,11.1,0.43,240000000.0,NVSAU,10.0,,,,,,,,,,,1.0,,,,,,,,
128,17,15,8,5,0,3,15,63,8,0,4,0,0,2,4,0,2,0,0,6,7,0,0,0,0,7,0,0,9,4,4,21,21,3,1.0,1.0,,1.0,,100586,2021-04-12 20:00:00.000 -0400,1.09,-0.04,240000000.0,NVSAW,10.0,,,,,,,,,,,1.0,,,,,,,,
45,40,0,0,3,0,16,2,102,0,2,5,0,0,0,4,4,1,6,1,0,80,0,2,72,125,0,0,0,0,0,0,3,1,0,,1.0,,1.0,,355148,2015-02-12 19:00:00.000 -0500,18.0,0.9,101600000.0,NVTA,16.0,,,,,,,,,,,,,,,,,,,
16,0,3,0,2,0,4,1,12,0,0,0,0,0,0,4,1,0,0,0,3,3,0,0,4,0,3,0,0,0,0,10,0,0,0,,,,1.0,,708842,2021-10-20 20:00:00.000 -0400,12.8,-0.18,220000000.0,NVTS,10.0,,,,,,,,,,,1.0,,,,,,,,
21,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1,2,0,0,0,2,13,0,4,64,10,2,0,0,0,0,2,0,0,0,,,,1.0,,506787,2021-12-22 19:00:00.000 -0500,3.23,-0.27,14217500.0,NXGL,5.5,,,,,,,,,,,,,,,,,,,
32,2,2,0,0,0,105,1,102,0,0,0,0,0,0,3,2,0,1,0,0,77,0,56,40,467,0,0,0,0,0,0,0,0,0,,1.0,3.0,1.0,,357154,2019-05-09 20:00:00.000 -0400,18.5,-1.5,75000000.0,NXTC,36.75,,4.0,,4.0,,1.0,1.0,10.0,,,,,,,,,,,
46,2,0,0,0,0,8,0,58,0,0,0,0,0,0,1,18,0,8,0,0,10,0,0,10,0,103,0,0,0,0,198,0,8,1,,,,1.0,,291555,2018-05-09 20:00:00.000 -0400,36.64,-0.86,35925884.0,OBNK,34.0,1.0,,,,,,,,,,,,,,,,,,
36,0,0,0,0,0,1,0,118,0,0,0,0,0,0,12,3,0,0,0,0,83,0,78,37,521,2,0,0,0,0,1,0,0,0,,1.0,,1.0,,323597,2017-01-26 19:00:00.000 -0500,11.74,0.04,96750000.0,OBSV,15.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,
13,13,0,0,0,0,5,1,127,0,0,0,0,0,3,0,8,0,5,0,1,2,0,1,3,0,0,0,0,0,0,321,0,2,0,,,2.0,1.0,,27571,2021-08-05 20:00:00.000 -0400,34.15,-0.74,33500000.0,OBT,33.5,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,37,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,1.0,,48142,2020-05-07 20:00:00.000 -0400,25.13,0.03,50004000.0,OCFCP,9.0,,,,,,,,,,1.0,,,,,,,,,
80,56,0,0,4,0,198,1,87,0,0,0,0,0,16,3,1,104,11,3,0,0,0,1,7,0,0,1,0,0,0,6,13,15,0,,,,1.0,,1314006,2020-12-15 19:00:00.000 -0500,16.3,10.12,20260000.0,OCG,4.0,,,,,,,,,,,,,,,,,,,
80,1,0,0,1,0,4,2,219,1,0,0,0,0,3,52,2,0,0,0,2,70,14,63,62,614,0,0,0,0,0,2,0,0,0,,1.0,,1.0,,87642,2023-03-02 19:00:00.000 -0500,10.89,-0.61,40250000.0,OCS,11.5,,,,,,,,1.0,,,,,1.0,,,,1.0,,
83,6,0,0,0,0,0,1,72,0,0,2,0,0,0,2,2,0,0,0,0,1,0,0,1,0,204,6,7,26,0,3,3,3,0,,,,1.0,,5368239,2007-12-18 19:00:00.000 -0500,21.7,4.45,100000000.0,OESX,13.0,,,,,,,,,,,,,,,,,,,
99,32,1,0,0,0,169,9,195,20,2,0,0,0,4,53,8,136,26,16,0,1,0,4,25,0,0,0,0,0,0,1,47,7,0,,,,1.0,,2393795,2021-05-06 20:00:00.000 -0400,6.8,-4.41,67500040.0,OG,7.25,,,,,,,,,,,,,,,,,2.0,,
0,0,0,0,2,0,0,1,8,0,0,0,0,0,0,2,0,0,0,0,0,91,0,0,0,4,0,0,0,0,0,1,0,0,0,,,,1.0,,457025,2021-03-02 19:00:00.000 -0500,10.02,0.02,360000000.0,OHPAU,10.0,,,,,,,,,1.0,,,,,,,,,,
25,2,0,0,0,0,0,0,151,0,0,0,0,0,2,1,2,0,0,0,0,43,0,41,36,195,4,1,0,0,0,1,0,1,0,,1.0,,1.0,,456037,2022-05-17 20:00:00.000 -0400,3.15,-0.55,2500000.0,OKYO,4.0,,,,,,,,,,,,,,,,,,,
41,4,4,2,2,1,4,5,18,1,0,8,0,0,0,3,0,0,0,2,4,8,0,0,8,0,4,0,0,0,0,1,0,2,2,,,,1.0,,47940,2022-01-24 19:00:00.000 -0500,0.29,-0.01,125000000.0,OLITW,10.0,,,,,,,,,,,,,,,,,,,
116,30,0,4,8,0,105,2,237,1,0,0,0,0,8,10,3,0,1,0,0,31,6,9,22,109,1,0,0,0,0,2,1,3,0,,,10.0,1.0,,773382,2021-03-25 20:00:00.000 -0400,33.0,-2.28,232500000.0,OLK,20.0,,,,,,1.0,,,,,,,,,11.0,,,,1.0
0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,3,0,1,0,,,,1.0,,1256560,2015-07-16 20:00:00.000 -0400,20.0,-2.2,289388544.0,OLLI,19.75,,3.0,,1.0,,,,,,,1.0,,,,,,,,
69,0,3,0,0,0,1,0,224,0,0,0,0,0,1,12,4,0,0,0,0,80,7,43,41,549,0,0,0,0,0,0,0,0,0,,1.0,,1.0,,1487393,2020-11-18 19:00:00.000 -0500,47.55,2.55,209000000.0,OLMA,19.0,,,,,,,,2.0,,,1.0,,,,,,1.0,,
122,121,0,0,20,37,438,210,127,5,0,0,0,0,4,41,5,5,25,1,2,0,0,0,1,0,0,0,0,0,18,0,7,1,0,,,,1.0,,2802360,2021-03-17 20:00:00.000 -0400,30.05,-2.95,450000000.0,OLO,25.0,,,,,1.0,,,,,1.0,,,,1.0,6.0,,,1.0,1.0
85,2,0,0,1,0,33,36,116,1,0,0,0,0,11,5,27,23,3,5,0,2,1,0,1,0,3,0,0,0,0,1,1,5,0,,,8.0,1.0,1.0,9690861,2021-09-30 20:00:00.000 -0400,22.8,-1.49,1466445696.0,OLPX,21.0,1.0,,,,,1.0,,,,,1.0,,,,8.0,,,,1.0
77,65,0,7,35,0,22,0,193,21,0,4,0,0,9,3,16,0,6,0,0,78,0,3,184,223,1,0,0,0,0,0,6,0,0,,1.0,6.0,1.0,,701713,2020-09-15 20:00:00.000 -0400,59.91,-0.09,201400000.0,OM,53.5,,,,,,1.0,,,,1.0,,,,,1.0,,,,
0,0,0,0,2,0,6,1,48,0,0,0,0,0,0,4,0,0,0,0,0,50,3,6,23,8,0,0,0,0,0,1,0,0,0,,,9.0,1.0,,525317,2021-01-07 19:00:00.000 -0500,10.66,0.27,120000000.0,OMEG,10.0,,,,,,1.0,,3.0,,,1.0,,,,,,,,
55,8,0,0,0,0,38,1,110,0,0,0,0,0,0,3,9,0,0,0,0,8,1,39,58,360,0,0,0,1,4,0,0,0,0,,,,1.0,,278769,2009-10-08 20:00:00.000 -0400,8.52,-0.2,68200000.0,OMER,10.0,,,,,,,,,,,,,,,,1.0,,,
128,8,0,2,0,0,96,5,183,0,0,1,0,0,1,3,10,0,0,0,0,82,0,46,31,456,0,0,0,0,0,6,0,2,0,,,,1.0,,1131243,2021-07-29 20:00:00.000 -0400,16.0,-6.1,125800000.0,OMGA,17.0,,,,,,,,,,,1.0,,,,5.0,,,,1.0
126,28,0,4,1,0,28,0,150,1,0,0,0,0,7,9,7,0,0,0,1,27,0,2,39,74,0,0,0,1,0,1,0,0,0,,1.0,,1.0,,548660,2021-05-27 20:00:00.000 -0400,27.05,1.05,224400000.0,OMIC,22.0,,,,,,,,,,,,,,,1.0,,,,
60,1,0,0,0,0,1,0,28,0,0,0,0,0,0,0,3,0,0,0,0,11,5,15,61,167,2,0,0,1,0,0,0,0,0,,,,1.0,,389322,2015-05-28 20:00:00.000 -0400,7.95,0.05,7200000.0,ONCS,146.0,,,,,,,,,,,,,,,,,,,
57,15,2,0,18,2,32,43,89,2,0,4,0,0,1,42,3,60,0,0,0,0,0,0,0,0,2,0,0,0,0,4,10,4,0,,,6.0,1.0,,6414705,2021-09-15 20:00:00.000 -0400,38.0,2.61,746400000.0,ONON,24.0,,,,,,1.0,,,1.0,1.0,,,1.0,,6.0,,1.0,,1.0
50,94,15,1,45,2,425,155,232,31,0,13,0,0,13,125,10,0,2,0,33,13,0,0,7,0,4,0,0,2,0,0,0,0,0,,1.0,,1.0,,1405798,2021-02-03 19:00:00.000 -0500,68.0499,-2.6901,104399056.0,ONTF,46.5,,,,2.0,,,,,,,,,1.0,1.0,25.0,,,1.0,1.0
1,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,38,0,0,0,0,0,0,0,0,0,,1.0,,1.0,,256765,2013-07-25 20:00:00.000 -0400,19.89,-0.1,24877.65,ONTX,0.2,,,,,,,,,,,,,,,,,,,
28,0,0,3,4,0,6,11,60,0,0,4,0,0,0,4,0,0,2,0,0,0,0,0,4,0,4,7,0,2,2,30,2,14,0,,,3.0,1.0,,458519,2021-12-09 19:00:00.000 -0500,9.89,-0.02,230000000.0,ONYX,10.0,,,,,,,,,,,,,,,,,,,
7,0,0,0,0,0,0,1,25,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,14,1,0,0,0,0,0,22,0,,,,1.0,,44989779,2021-11-30 19:00:00.000 -0500,5.94,-1.14,484000.0,OP,1.63,,,,,,,,,,,,,,,,,,,
101,52,9,3,3,0,52,34,95,1,0,6,0,0,5,12,28,0,29,13,2,3,0,0,1,0,0,0,0,0,0,208,0,3,1,1.0,1.0,,1.0,1.0,838761,2009-05-21 20:00:00.000 -0400,28.7,-3.5,770496000.0,OPEN,10.0,,,,,,,,,,,,2.0,,,1.0,1.0,,,
76,40,0,0,5,0,12,3,90,0,0,1,0,0,0,4,14,0,0,0,0,89,1,2,59,137,0,0,0,0,0,1,0,1,0,,1.0,,1.0,,127992,2015-05-05 20:00:00.000 -0400,4.65,-0.79,17100000.0,OPGN,3.25,,,,,,,,2.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,22,1,0,0,0,140,0,0,0,1.0,1.0,11.0,1.0,1.0,104722,2020-06-24 20:00:00.000 -0400,24.9,0.05,200000000.0,OPINL,20.0,,,7.0,16.0,1.0,1.0,1.0,,,,,,1.0,,,,,,
138,48,0,14,8,0,66,28,293,38,2,2,0,0,3,4,19,1,51,0,1,0,0,0,5,0,1,0,0,0,0,4,0,1,0,,,,1.0,1.0,318273,2019-09-26 20:00:00.000 -0400,16.25,0.11,21762000.0,OPRT,15.0,,,,,,,,,,,1.0,2.0,,,,,1.0,,
4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,3,1,3,3,0,1,0,0,,,,1.0,,1316863,2007-04-25 20:00:00.000 -0400,16.7,-1.49,14966023.0,OPTT,2.75,,,,,,,,,,,,,,,,,,,
5,2,0,0,0,0,1,0,32,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,72,0,1,0,,,4.0,1.0,,23707,2013-02-14 19:00:00.000 -0500,14.8,0.1,40160000.0,ORC,12.5,,,,,,,,,,,,,,,,,,,
41,20,1,2,4,0,4,1,52,4,0,4,0,0,0,2,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,1.0,,4061713,2004-05-05 20:00:00.000 -0400,8.0,0.0,630000000.0,ORGN,10.0,,,1.0,,,,,,1.0,,,,,,1.0,,,,
9,1,0,0,2,0,8,1,49,0,0,0,0,0,0,4,0,0,0,0,0,9,30,9,16,4,3,0,0,0,0,5,0,0,0,,,,1.0,,258099,2021-05-13 20:00:00.000 -0400,10.0,-0.02,200000000.0,ORIAU,10.0,,,,,,,,2.0,,,,,,,,,,,
19,4,1,0,0,0,6,0,49,0,0,2,0,0,25,3,0,1,0,0,0,0,0,0,5,0,3,2,0,0,0,1,2,7,0,,1.0,,1.0,,1645785,2024-10-16 20:00:00.000 -0400,6.7943,1.6943,7000000.0,ORIS,0.47,,,,,,,,,,,,,,,,,,,
87,473,108,38,107,59,467,56,358,28,0,2,0,0,5,89,17,1,1,0,4,7,0,0,12,0,0,0,0,1,0,4,0,0,6,,,8.0,1.0,,10893511,2024-07-23 20:00:00.000 -0400,26.2,0.2,270140896.0,OS,31.0,,,,,,1.0,,,,,,1.0,,,,,,,
164,31,0,2,18,0,146,16,173,3,2,0,0,0,9,4,9,1,7,21,64,24,0,5,145,8,0,0,0,0,0,1,0,1,0,,,4.0,1.0,,8065066,2021-03-03 19:00:00.000 -0500,32.5,-1.5,24048414.0,OSCR,39.0,,,1.0,,,1.0,,,1.0,,,1.0,,,11.0,,,,1.0
118,45,0,3,2,0,108,8,231,10,0,0,0,0,3,11,14,0,1,0,10,288,0,1,293,57,2,0,0,0,0,8,0,6,1,,1.0,,1.0,,824852,2020-08-06 20:00:00.000 -0400,39.0,-0.67,328124992.0,OSH,56.0,,,,,,,,,,,,,1.0,3.0,1.0,,1.0,,
127,92,11,9,33,1,0,44,95,4,0,0,0,0,0,0,12,1,0,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,1,,,,1.0,,152936,2018-02-01 19:00:00.000 -0500,4.6999,-0.2101,1325250.0,OSS,5.0,,,,,,,,,,,,,,,,,,,
129,11,0,0,1,0,5,1,95,0,0,0,0,0,35,4,5,0,3,2,1,0,0,0,6,0,6,0,0,1,0,7,5,8,27,,,,1.0,,17497927,2022-04-27 20:00:00.000 -0400,4.58,-35.27,13500000.0,OST,4.0,,,,,,,,,,,,,,,,,,,
4,0,0,0,2,0,6,1,8,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,,,,1.0,,1095395,2021-01-20 19:00:00.000 -0500,10.15,-0.03,200000000.0,OSTRU,10.0,,,,,,,,,,,,,,,,,,,
47,1,0,0,0,0,0,0,89,0,0,0,0,0,0,4,5,0,0,0,0,51,9,33,49,466,0,0,0,0,0,0,0,0,0,,1.0,,1.0,,464036,2014-08-13 20:00:00.000 -0400,16.72,-0.28,100000000.0,OTIC,29.25,,1.0,1.0,1.0,,,,,,,,,,,,,,,
40,0,0,0,3,0,1,3,59,0,0,0,0,0,7,12,10,50,2,0,0,0,0,0,0,4,9,1,0,5,0,4,12,9,0,,,8.0,1.0,1.0,16761547,2021-05-20 20:00:00.000 -0400,22.48,0.58,1434392064.0,OTLY,17.0,,,,,1.0,1.0,,,1.0,,1.0,,,3.0,,,,1.0,
32,6,0,0,0,0,6,0,24,0,2,0,0,0,0,12,9,0,0,0,0,123,1,9,171,48,0,0,0,0,0,0,0,0,0,,1.0,,1.0,,150906,2020-08-27 20:00:00.000 -0400,24.9004,0.1504,3300000.0,OTRKP,0.2,,,,,,,,,,,,,,,,,,,
33,0,0,3,7,0,4,2,44,0,0,0,0,0,3,7,0,0,7,0,0,2,0,0,0,0,40,2,0,15,27,1,3,3,0,,,,1.0,,400,2021-10-06 20:00:00.000 -0400,9.82,0.0,150000000.0,OXUS,10.0,,,,,,,,,,,,,,,1.0,,,,
103,31,4,6,6,0,255,15,186,15,2,3,0,0,2,12,4,257,60,41,7,0,0,2,4,0,1,3,0,0,0,13,86,8,0,1.0,1.0,4.0,1.0,,3707738,2020-11-24 19:00:00.000 -0500,39.34,-1.04,990000000.0,OZON,30.0,,,,,,1.0,,,,,,,,,1.0,,,,
53,8,0,0,0,0,2,2,76,0,0,0,0,0,0,8,3,0,1,1,0,192,0,0,31,62,2,3,0,0,0,79,0,2,0,1.0,1.0,,1.0,,6476793,2024-04-10 20:00:00.000 -0400,23.05,0.05,478085056.0,PACS,36.25,,,,,1.0,,,,,,,,,,1.0,,,,
31,0,0,0,2,0,9,1,42,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,2,0,10,0,0,0,0,1,3,5,0,1.0,1.0,,1.0,,169960,2021-03-01 19:00:00.000 -0500,9.9,-0.29,350000000.0,PACX,10.0,,,,,,,,,,,,,,,,,,,
31,0,0,0,2,0,9,1,42,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,2,0,10,0,0,0,0,1,3,5,0,1.0,1.0,,1.0,,1889,2021-01-08 19:00:00.000 -0500,10.65,0.01,350000000.0,PACXU,10.0,,,,,,,,,,,,,,,,,,,
31,0,0,0,2,0,9,1,42,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,2,0,10,0,0,0,0,1,3,5,0,1.0,1.0,,1.0,,30917,2021-03-01 19:00:00.000 -0500,1.59,-0.41,350000000.0,PACXW,10.0,,,,,,,,,,,,,,,,,,,
12,0,0,0,2,0,0,1,9,0,0,2,0,0,0,5,0,0,0,0,0,2,20,2,0,0,30,4,2,2,0,7,2,2,0,,,,1.0,,7250,2021-09-27 20:00:00.000 -0400,0.3703,-0.0697,50000000.0,PAFOR,10.0,,,,,,,,,,,,,,,,,,,
14,1,0,0,0,0,4,0,54,0,0,0,0,0,0,1,20,0,10,0,0,1,0,0,0,0,111,6,0,1,0,4,160,235,0,1.0,1.0,5.0,1.0,1.0,15668847,2013-10-16 20:00:00.000 -0400,22.1,0.1,2816000000.0,PAGP,22.0,4.0,3.0,6.0,7.0,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,,,
6,0,0,0,1,1,1,0,37,0,0,0,0,0,0,3,0,0,0,0,0,20,14,9,7,12,1,0,0,0,0,1,0,0,0,,,,1.0,,226527,2021-04-07 20:00:00.000 -0400,10.02,-0.01,150000000.0,PANA,10.0,,,,,,,,,1.0,,,,,,,,,,
101,119,0,0,21,13,125,1,115,0,0,0,0,0,0,58,6,0,20,20,14,2,0,0,2,0,2,0,0,0,0,0,9,0,0,1.0,1.0,9.0,1.0,,2181600,2021-10-25 20:00:00.000 -0400,482.9257,-18.7043,290304000.0,PANW,39.06,,,,,,1.0,,,,,,2.0,,,,,1.0,,
98,0,12,0,5,3,13,45,58,0,0,0,0,0,3,5,0,18,12,2,0,7,0,0,0,0,0,0,0,0,0,1,2,2,0,1.0,1.0,,1.0,,48633,2021-03-01 19:00:00.000 -0500,1.75,-0.25,200000000.0,PAQCW,10.0,,,,,,,,,,,,,,,1.0,,,,
133,160,78,5,103,21,405,56,210,8,0,315,0,0,5,24,8,0,4,0,6,3,0,0,1,1,4,4,1,1,0,3,0,0,0,,,13.0,1.0,1.0,13205555,2021-04-21 20:00:00.000 -0400,76.34,5.14,78.9,PATH,3.87,,,1.0,,1.0,1.0,,,1.0,,,2.0,,,,,1.0,,
118,211,37,2,18,14,395,15,237,10,0,0,0,0,9,6,14,0,18,8,1,7,0,0,0,1,12,0,0,1,0,1,1,0,0,1.0,1.0,,1.0,,1568344,2021-05-26 20:00:00.000 -0400,27.95,-1.13,210000000.0,PAY,21.0,1.0,,1.0,,,,,,,,,1.0,1.0,,16.0,,1.0,,1.0
97,118,0,0,4,3,33,4,110,1,0,0,0,0,4,14,22,2,3,0,0,9,0,0,2,0,0,0,0,0,0,1,0,0,0,,,13.0,1.0,,1818725,2020-10-18 20:00:00.000 -0400,12.49,0.19,117293696.0,PAYA,12.25,,,3.0,,,1.0,,,1.0,,,,,3.0,,,1.0,,
26,213,0,0,23,34,3,0,126,19,0,0,0,0,0,4,52,0,2,0,0,2,0,0,6,0,0,0,0,0,0,0,0,1,0,,,,1.0,1.0,263795,2014-04-15 20:00:00.000 -0400,15.675,0.175,118122752.0,PAYC,15.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,
10,3,0,0,0,0,2,0,113,0,0,0,0,0,0,4,10,0,1,0,0,0,0,0,22,0,330,15,0,6,0,1,20,41,1,1.0,1.0,11.0,1.0,,1010993,2012-12-13 19:00:00.000 -0500,27.03,1.02,533000000.0,PBF,26.0,,,,,,1.0,,,1.0,,,,,,,1.0,,,
20,0,0,0,0,1,1,0,71,0,0,0,0,0,0,3,4,0,0,0,0,15,3,43,33,326,0,0,0,0,0,0,0,0,0,,1.0,,1.0,,5047,2020-12-01 19:00:00.000 -0500,3.44,0.04,15018750.0,PBLA,4.12,,,,,,,,1.0,,,,,,,,,,,
255,169,0,4,39,49,47,8,133,5,1,0,74,0,3,59,0,2,5,1,2,0,0,1,4,0,0,2,0,0,0,1,114,13,1,,1.0,,1.0,,1803356,2019-04-02 20:00:00.000 -0400,7.68,2.54,8750000.0,PBTS,5.0,,,,,,,,,,,,,,,,,,,
15,2,0,0,0,0,7,0,91,0,0,0,0,0,0,0,34,0,10,0,0,0,0,0,1,0,1,1,0,0,0,188,0,0,0,,,,1.0,,1239260,2018-08-09 20:00:00.000 -0400,20.1,0.1,47700000.0,PCB,20.0,6.0,,,,,,,,,,,,,,,,,,
46,7,0,0,2,0,0,8,44,0,0,23,0,0,0,4,2,0,0,0,0,1,0,0,0,0,29,4,0,0,4,1,3,5,2,,,,1.0,,1800,2021-12-20 19:00:00.000 -0500,0.5895,0.0795,200000000.0,PCCTW,10.0,,,,,,,,,,,1.0,,,,,,,,
130,211,2,4,49,3,312,14,188,30,0,1,0,0,1,41,9,1,34,37,6,2,0,0,1,0,0,0,0,0,0,9,0,2,0,,,,1.0,1.0,2448828,2021-05-20 20:00:00.000 -0400,90.01,1.35,634489984.0,PCOR,67.0,,,,,,,,,,1.0,1.0,,,1.0,6.0,,,1.0,1.0
87,2,0,0,0,0,1,0,87,0,0,0,0,0,0,6,5,0,0,0,0,56,0,93,36,201,2,1,0,4,0,2,0,0,0,,1.0,2.0,1.0,1.0,139797,2011-02-03 19:00:00.000 -0500,7.03,0.0,42000000.0,PCRX,6.5,,10.0,,,,,,,,,,,,,,,,,
39,148,0,0,46,15,38,0,156,6,0,0,0,0,0,8,156,0,18,0,1,3,0,0,3,0,1,0,0,0,0,1,0,0,0,,,,1.0,,1009095,2014-03-19 20:00:00.000 -0400,26.0,1.51,96262320.0,PCTY,17.0,1.0,,,5.0,,,1.0,,,,,,,2.0,,1.0,,1.0,
